1.758647975778213024e+09,-2.114905323950541996e-02
1.758647975879316568e+09,-1.332112699970144747e-02
1.758647975980147123e+09,2.491771579830520320e-02
1.758647976081103563e+09,1.907747459532848494e-02
1.758647976181943178e+09,4.437486252083096272e-02
1.758647976283991337e+09,3.032151700693880986e-02
1.758647976384851933e+09,1.476107101727465280e-02
1.758647976485703230e+09,5.636880713653162622e-02
1.758647976586521864e+09,6.113623883769754574e-02
1.758647976687369823e+09,1.126410933445983198e-01
1.758647976788144588e+09,7.708253882084360742e-02
1.758647976889053345e+09,1.161391565116563912e-01
1.758647976989991665e+09,9.932758633377640478e-02
1.758647977090742826e+09,1.013983805984275816e-01
1.758647977191668034e+09,1.360443450192828641e-01
1.758647977292531729e+09,1.216580337144899382e-01
1.758647977393373728e+09,1.281085764625936041e-01
1.758647977494125843e+09,1.382366269563924110e-01
1.758647977594933987e+09,1.193610301163850612e-01
1.758647977695849657e+09,1.542172079034435095e-01
1.758647977796605110e+09,1.305569453955194026e-01
1.758647977897531033e+09,1.525464655629031330e-01
1.758647977998352051e+09,1.803258238879684172e-01
1.758647978099389076e+09,1.847142601032135123e-01
1.758647978200225115e+09,1.638326565622292286e-01
1.758647978300977468e+09,1.905468756356039628e-01
1.758647978401774645e+09,2.026842355027279330e-01
1.758647978502702475e+09,2.238076135805186218e-01
1.758647978603500128e+09,2.090691929251351500e-01
1.758647978704416752e+09,1.908814664689615637e-01
1.758647978805166483e+09,1.946181259840043531e-01
1.758647978906262159e+09,2.002470229964402326e-01
1.758647979007000208e+09,2.168353873706803381e-01
1.758647979107936144e+09,2.358192299743511466e-01
1.758647979208715439e+09,2.434972455597002594e-01
1.758647979309565544e+09,2.243423472456251289e-01
1.758647979410576105e+09,2.222925034174590975e-01
1.758647979511511087e+09,2.393867635754575451e-01
1.758647979612276793e+09,2.429598734360055023e-01
1.758647979713181496e+09,2.425621721894280214e-01
1.758647979813978672e+09,2.708650144521133618e-01
1.758647979914918661e+09,2.554231989334982411e-01
1.758647980015842676e+09,2.748855457266936031e-01
1.758647980116649151e+09,2.563731557366120684e-01
1.758647980217524767e+09,2.619763596006253747e-01
1.758647980318412781e+09,2.720107555685364886e-01
1.758647980419389963e+09,2.831522070067949426e-01
1.758647980520311832e+09,2.638464622967852113e-01
1.758647980621063232e+09,2.963043071869854717e-01
1.758647980722074270e+09,2.670094125345128799e-01
1.758647980822966814e+09,3.050286433643513706e-01
1.758647980923849106e+09,3.115437939350311214e-01
1.758647981024779558e+09,3.015878787940094452e-01
1.758647981125652313e+09,3.060138710045818833e-01
1.758647981226629972e+09,2.859727865247080891e-01
1.758647981327513933e+09,2.857678815957170881e-01
1.758647981428374529e+09,3.034849472156004313e-01
1.758647981529210091e+09,2.947906863980599979e-01
1.758647981630123854e+09,3.162594862797866724e-01
1.758647981730877399e+09,2.794020625753863563e-01
1.758647981831818342e+09,3.321858831617551799e-01
1.758647981932606936e+09,3.340532238470089177e-01
1.758647982033548355e+09,2.905584593046799391e-01
1.758647982134377718e+09,3.197916680187080640e-01
1.758647982235233307e+09,3.272958784280953215e-01
1.758647982336087227e+09,3.514412470730564619e-01
1.758647982436984777e+09,3.242991369731916262e-01
1.758647982537864923e+09,3.332449739739629102e-01
1.758647982638817787e+09,3.362184329438834829e-01
1.758647982739797354e+09,3.087488037096233207e-01
1.758647982840613127e+09,3.370119435161835209e-01
1.758647982941372871e+09,3.441893337657667140e-01
1.758647983042309284e+09,3.466562520088272148e-01
1.758647983143136024e+09,3.577450732103508724e-01
1.758647983243974447e+09,3.350721999378415972e-01
1.758647983344880342e+09,3.534267872462110160e-01
1.758647983445667744e+09,3.255518822182738026e-01
1.758647983546598911e+09,3.487837007057078553e-01
1.758647983647476912e+09,3.760844976761456016e-01
1.758647983748392344e+09,3.814451766995335391e-01
1.758647983849247932e+09,3.476588763843561636e-01
1.758647983949980021e+09,3.655055618116667127e-01
