1.758646967406176329e+09,1.396201740444136599e-02
1.758646967507106066e+09,-2.869608620723048537e-02
1.758646967607986450e+09,-5.243578266824074768e-02
1.758646967708908558e+09,-7.130398854004103143e-03
1.758646967809837580e+09,-4.645072424124515459e-02
1.758646967910574198e+09,-4.945650182393424715e-02
1.758646968011426926e+09,-4.607890795797688760e-02
1.758646968112365484e+09,-2.894001233357847494e-02
1.758646968213285685e+09,-4.675316620717944599e-02
1.758646968314177513e+09,-8.311029764707295042e-02
1.758646968415179968e+09,-6.487546025067873756e-02
1.758646968515873432e+09,-8.007135929023452559e-02
1.758646968616794825e+09,-8.368144447667238972e-02
1.758646968717713594e+09,-1.167132925155467960e-01
1.758646968818578005e+09,-1.079388216467171840e-01
1.758646968919762611e+09,-1.195579291158794244e-01
1.758646969020549536e+09,-1.092791691198178872e-01
1.758646969121431589e+09,-1.208890788691436430e-01
1.758646969222352743e+09,-1.368733901008895304e-01
1.758646969323177099e+09,-1.807289688042887366e-01
1.758646969424287319e+09,-2.021236145618806046e-01
1.758646969525103807e+09,-2.282572944310833352e-01
1.758646969626000166e+09,-2.651026631074757112e-01
1.758646969726905584e+09,-2.818423519777150665e-01
1.758646969827862740e+09,-3.114785833450341990e-01
1.758646969929151773e+09,-3.349062493893490977e-01
1.758646970030049562e+09,-3.829047762770266816e-01
1.758646970130856037e+09,-3.800206792044639181e-01
1.758646970231787920e+09,-3.920785914866283806e-01
1.758646970332661152e+09,-4.136817812719681964e-01
1.758646970433616400e+09,-4.723321164560356222e-01
1.758646970534485340e+09,-4.982250624705489295e-01
1.758646970635177612e+09,-5.131211028690869647e-01
1.758646970736079693e+09,-5.472013889924944863e-01
1.758646970836965322e+09,-6.197173033317793234e-01
1.758646970937890530e+09,-6.750926295570561786e-01
1.758646971038897753e+09,-1.047216963912144028e+00
1.758646971139883995e+09,-1.028025347800987532e+00
1.758646971240802050e+09,-9.293894301326401930e-01
1.758646971341735601e+09,-9.215141712727669132e-01
1.758646971442680836e+09,-9.096531042055746585e-01
1.758646971543551207e+09,-8.621763633795049842e-01
1.758646971644513845e+09,-9.046592748425827946e-01
1.758646971745471001e+09,-7.324059163401982486e-01
1.758646971846395731e+09,-8.126417013241110654e-01
1.758646971947335243e+09,-7.807923192685827241e-01
1.758646972048295498e+09,-6.051994418118862296e-01
1.758646972149180889e+09,-6.112884165386367474e-01
1.758646972250136137e+09,-6.724643564677312835e-01
1.758646972351000309e+09,-6.611373356693540648e-01
1.758646972451915026e+09,-6.242043275010457082e-01
1.758646972552756548e+09,-6.119711103165682564e-01
1.758646972653707981e+09,-6.264703002479213856e-01
1.758646972754496813e+09,-6.410686984959258483e-01
1.758646972855407715e+09,-6.533541457098207550e-01
1.758646972956301928e+09,-6.530007297929493193e-01
1.758646973057254553e+09,-6.282756155541109333e-01
1.758646973158395529e+09,-6.132927642921046640e-01
1.758646973259331942e+09,-6.185783397820565632e-01
1.758646973360238791e+09,-5.922176388267108571e-01
1.758646973461097002e+09,-6.142211474818168870e-01
1.758646973562000990e+09,-5.848390308694292328e-01
1.758646973662938833e+09,-5.777731739288529678e-01
1.758646973763715982e+09,-5.562534947241393191e-01
1.758646973864798069e+09,-5.838569418350618712e-01
1.758646973965727091e+09,-5.678755794545835567e-01
1.758646974066554546e+09,-6.179414514784521417e-01
1.758646974167758942e+09,-6.088733385462630210e-01
1.758646974268698692e+09,-6.402356985440240678e-01
1.758646974369416237e+09,-6.814161763769147617e-01
